status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month
Closed,Minor,2009-09-16T22:31:46.619+0000,Bug,cutting,2009-08-27T22:21:21.535+0000,2009-08-27T22:25:14.112+0000,0,AVRO,cutting,1,AVRO-107,180.0,73,0,Fixed,1614.79499703,107,1,1,1,0,3,8
Open,Minor,2009-08-27T17:22:44.675+0000,Test,ehillenius,2009-08-22T00:07:28.413+0000,,0,AVRO,ehillenius,1,AVRO-106,168.0,31,1,,1635.00960282,106,1,1,1,0,5,8
Open,Major,2009-09-23T23:01:35.426+0000,New Feature,ravidotg,2009-08-20T08:40:41.130+0000,,0,AVRO,ravidotg,10,AVRO-105,138.0,81,0,,1642.37214391,105,1,1,0,0,3,8
Closed,Major,2009-09-16T22:31:46.504+0000,Bug,ehillenius,2009-08-20T07:07:20.860+0000,2009-08-25T22:53:29.284+0000,0,AVRO,ehillenius,26,AVRO-104,91.0,33,1,Fixed,1614.79499837,104,1,1,2,0,3,8
Closed,Major,2009-10-14T18:53:04.594+0000,New Feature,ehillenius,2009-08-19T04:34:27.849+0000,2009-09-30T21:54:23.098+0000,0,AVRO,cutting,4,AVRO-103,375.0,79,0,Fixed,1586.94687234,103,1,1,2,0,2,8
Closed,Trivial,2009-09-16T22:31:46.413+0000,Task,ehillenius,2009-08-19T04:15:42.614+0000,2009-08-21T22:44:48.417+0000,0,AVRO,ehillenius,1,AVRO-102,66.0,43,0,Fixed,1614.79499932,102,1,1,2,0,2,8
Closed,Major,2009-10-14T18:53:04.524+0000,Bug,ehillenius,2009-08-19T04:12:26.269+0000,2009-09-25T21:56:06.884+0000,0,AVRO,ehillenius,3,AVRO-101,478.0,59,0,Fixed,1586.946873,101,1,1,2,0,2,8
Closed,Major,2009-09-16T22:31:46.361+0000,Wish,sbanacho,2009-08-18T20:35:13.683+0000,2009-08-18T22:29:30.782+0000,0,AVRO,cutting,1,AVRO-100,146.0,55,0,Fixed,1614.7949998,100,1,0,0,0,1,8
Closed,Major,2009-10-14T18:53:04.425+0000,Improvement,sbanacho,2009-08-18T18:27:50.367+0000,2009-09-22T18:36:03.600+0000,0,AVRO,sbanacho,2,AVRO-99,321.0,51,0,Fixed,1586.94687421,99,1,0,0,0,1,8
Closed,Major,2009-09-16T22:31:46.264+0000,Improvement,sbanacho,2009-08-18T18:24:23.830+0000,2009-09-03T16:23:20.535+0000,0,AVRO,sbanacho,9,AVRO-98,235.0,31,0,Fixed,1614.79500116,98,1,0,0,0,1,8
Closed,Major,2009-09-16T22:31:46.195+0000,Bug,sbanacho,2009-08-18T17:45:13.272+0000,2009-08-18T21:07:26.333+0000,0,AVRO,sbanacho,2,AVRO-97,358.0,21,0,Fixed,1614.79500196,97,1,0,0,0,1,8
Closed,Trivial,2009-10-14T18:53:04.306+0000,Improvement,ehillenius,2009-08-18T16:50:46.252+0000,2009-09-25T22:16:48.013+0000,0,AVRO,,4,AVRO-96,304.0,47,0,Duplicate,1586.94687545,96,1,1,2,0,1,8
Closed,Major,2009-08-19T04:39:32.696+0000,Bug,ehillenius,2009-08-16T00:52:34.669+0000,2009-08-18T19:59:41.736+0000,0,AVRO,cutting,13,AVRO-95,457.0,72,2,Fixed,1643.53960248,95,1,1,1,0,6,8
Closed,Major,2009-08-25T05:54:01.613+0000,Bug,ehillenius,2009-08-15T21:55:41.496+0000,2009-08-25T05:53:22.523+0000,0,AVRO,,7,AVRO-94,700.0,64,2,Invalid,1637.48787908,94,1,1,2,0,5,8
Closed,Major,2009-08-19T04:39:00.832+0000,Bug,ehillenius,2009-08-15T21:02:08.523+0000,2009-08-19T04:38:41.314+0000,0,AVRO,,3,AVRO-93,169.0,42,1,Won't Fix,1643.53997144,93,1,1,2,0,5,8
Closed,Major,2009-09-16T22:31:46.168+0000,New Feature,cutting,2009-08-14T19:47:30.048+0000,2009-08-28T16:31:38.397+0000,0,AVRO,cutting,2,AVRO-92,95.0,34,1,Fixed,1614.79500228,92,1,0,1,0,4,8
Closed,Major,2009-09-16T22:31:46.028+0000,Bug,cutting,2009-08-14T18:24:15.901+0000,2009-08-18T19:43:57.856+0000,0,AVRO,cutting,4,AVRO-90,374.0,46,2,Fixed,1614.7950039,90,1,1,1,0,4,8
Closed,Major,2009-09-25T21:15:04.868+0000,Improvement,cutting,2009-08-12T17:06:33.606+0000,2009-08-12T22:35:14.117+0000,0,AVRO,cutting,4,AVRO-89,181.0,57,0,Fixed,1614.79500479,89,1,1,0,0,2,8
Closed,Major,2009-09-16T22:31:45.895+0000,Bug,ravidotg,2009-08-11T13:02:21.889+0000,2009-08-18T20:50:20.662+0000,0,AVRO,ravidotg,4,AVRO-88,436.0,56,0,Fixed,1614.79500544,88,1,1,0,0,1,8
Closed,Major,2009-09-16T22:31:45.810+0000,Bug,cutting,2009-07-31T23:29:09.334+0000,2009-08-12T16:39:45.397+0000,0,AVRO,thiru_mg,4,AVRO-87,39.0,28,0,Fixed,1614.79500622,87,1,1,0,0,4,7
Closed,Blocker,2010-09-08T21:07:37.143+0000,Bug,cutting,2009-07-31T20:32:54.610+0000,2010-08-25T17:44:32.254+0000,0,AVRO,cutting,6,AVRO-86,,92,1,Fixed,1257.85343995,86,1,1,2,0,4,7
Closed,Major,2009-09-16T22:31:45.722+0000,Bug,thiru_mg,2009-07-28T22:28:33.027+0000,2009-07-31T20:12:57.299+0000,0,AVRO,thiru_mg,2,AVRO-85,946.0,59,1,Fixed,1614.79500745,85,0,0,0,0,1,7
Closed,Major,2009-09-16T22:31:45.692+0000,Bug,raymie,2009-07-28T13:48:18.540+0000,2009-07-31T20:14:25.749+0000,0,AVRO,cutting,1,AVRO-84,429.0,35,1,Fixed,1614.79500781,84,1,0,0,0,1,7
Closed,Major,2009-09-16T22:31:45.635+0000,Improvement,cutting,2009-07-23T18:35:12.444+0000,2009-08-18T22:32:27.700+0000,0,AVRO,cutting,2,AVRO-83,147.0,56,1,Fixed,1614.79500847,83,1,1,1,0,3,7
Closed,Minor,2009-09-16T22:31:45.562+0000,Improvement,thiru_mg,2009-07-23T05:10:47.902+0000,2009-07-28T18:50:35.856+0000,0,AVRO,thiru_mg,6,AVRO-82,290.0,60,0,Fixed,1614.79500931,82,1,1,0,0,3,7
Closed,Major,2011-12-13T19:06:46.710+0000,Test,cos,2009-07-22T20:08:37.996+0000,2009-07-28T21:55:00.512+0000,0,AVRO,cos,6,AVRO-81,303.0,63,2,Fixed,1614.7950103,81,1,1,0,0,2,7
Closed,Major,2010-03-01T17:10:27.814+0000,Bug,sharadag,2009-07-20T03:44:49.395+0000,2009-11-20T22:58:44.860+0000,0,AVRO,cutting,11,AVRO-80,184.0,62,4,Fixed,1449.01813119,80,1,1,0,0,0,7
Closed,Major,2009-09-16T22:31:45.394+0000,Bug,thiru_mg,2009-07-18T04:29:51.019+0000,2009-07-20T21:04:14.248+0000,0,AVRO,thiru_mg,1,AVRO-79,347.0,62,0,Fixed,1614.79501107,79,1,1,0,0,5,7
Closed,Major,2009-09-16T22:31:45.321+0000,Bug,sharadag,2009-07-15T03:11:26.505+0000,2009-07-16T20:34:35.525+0000,0,AVRO,cutting,4,AVRO-78,92.0,54,0,Fixed,1614.79501189,78,1,1,1,0,2,7
Closed,Major,2009-07-14T22:50:14.709+0000,Bug,massie,2009-07-09T03:30:22.557+0000,2009-07-09T17:22:48.098+0000,0,AVRO,massie,1,AVRO-77,206.0,66,1,Fixed,1678.78217196,77,1,0,1,0,3,7
Closed,Major,2009-09-16T22:31:45.249+0000,Sub-task,gmporter,2009-07-06T17:31:40.765+0000,2009-07-31T22:56:50.636+0000,0,AVRO,gmporter,15,AVRO-76,,56,1,Fixed,1614.79501283,76,1,1,0,0,0,7
Closed,Major,2010-03-01T17:10:27.719+0000,Bug,raymie,2009-07-06T12:33:40.105+0000,2010-01-08T20:16:26.930+0000,0,AVRO,cutting,9,AVRO-75,830.0,43,2,Fixed,1449.0181325,75,1,0,0,0,0,7
Closed,Blocker,2011-12-13T19:10:03.527+0000,Bug,cutting,2009-07-04T16:45:48.295+0000,2009-07-04T17:03:33.200+0000,0,AVRO,cutting,1,AVRO-74,281.0,42,0,Fixed,1678.78217241,74,1,0,0,0,5,7
Closed,Major,2009-07-14T22:50:14.611+0000,Sub-task,massie,2009-07-03T20:29:11.026+0000,2009-07-06T11:29:02.063+0000,0,AVRO,sharadag,7,AVRO-73,,28,1,Fixed,1678.78217312,73,0,0,0,0,4,7
Closed,Major,2011-12-13T19:10:02.374+0000,Task,massie,2009-07-03T20:19:37.577+0000,2009-07-14T22:49:09.594+0000,0,AVRO,cutting,1,AVRO-72,66.0,24,1,Fixed,1678.78217346,72,1,0,1,0,4,7
Closed,Major,2009-09-16T22:31:45.166+0000,Improvement,sbanacho,2009-07-03T18:30:11.641+0000,2009-07-14T22:52:54.855+0000,0,AVRO,sbanacho,7,AVRO-71,239.0,51,0,Fixed,1614.79501383,71,1,0,0,0,4,7
Closed,Major,2009-07-14T22:50:14.544+0000,Sub-task,massie,2009-07-03T18:05:45.430+0000,2009-07-04T16:30:27.142+0000,0,AVRO,massie,1,AVRO-70,83.0,46,1,Fixed,1678.78217388,70,1,0,0,0,4,7
Closed,Major,2009-07-14T22:50:14.496+0000,Sub-task,massie,2009-07-03T05:05:12.797+0000,2009-07-04T16:27:38.039+0000,0,AVRO,massie,1,AVRO-69,201.0,79,1,Fixed,1678.78217445,69,0,0,1,0,4,7
Closed,Major,2009-07-14T22:50:14.464+0000,Improvement,massie,2009-07-03T01:44:16.543+0000,2009-07-03T04:35:27.483+0000,0,AVRO,massie,3,AVRO-68,152.0,58,1,Fixed,1678.78217482,68,0,0,0,0,4,7
Closed,Major,2009-07-14T22:50:14.413+0000,Sub-task,gmporter,2009-06-30T19:42:39.807+0000,2009-06-30T21:46:54.244+0000,0,AVRO,gmporter,2,AVRO-67,48.0,48,2,Fixed,1678.78217541,67,1,0,0,0,1,6
Closed,Major,2009-07-14T22:50:14.330+0000,New Feature,gmporter,2009-06-30T19:41:19.138+0000,2009-07-01T21:02:34.595+0000,0,AVRO,gmporter,16,AVRO-66,141.0,55,2,Fixed,1678.78217638,66,5,1,0,0,1,6
Closed,Major,2009-09-04T16:43:14.351+0000,New Feature,cutting,2009-06-29T16:48:14.747+0000,2009-07-15T18:36:32.929+0000,0,AVRO,,4,AVRO-65,80.0,38,2,Duplicate,1627.03703725,65,1,1,0,0,0,6
Closed,Major,2009-07-14T22:50:14.268+0000,Bug,gmporter,2009-06-29T16:18:05.236+0000,2009-07-07T11:47:10.563+0000,0,AVRO,sharadag,7,AVRO-64,218.0,60,1,Fixed,1678.7821771,64,1,0,0,0,0,6
Closed,Major,2009-09-04T16:43:14.220+0000,Improvement,cutting,2009-06-25T19:57:04.591+0000,2009-08-27T22:26:05.318+0000,0,AVRO,,1,AVRO-63,730.0,58,0,Won't Fix,1627.03703858,63,1,1,0,0,3,6
Closed,Major,2009-07-14T23:04:48.355+0000,Improvement,sharadag,2009-06-25T11:58:57.381+0000,2009-06-26T08:26:38.918+0000,0,AVRO,,3,AVRO-62,213.0,49,0,Won't Fix,1678.77206035,62,0,0,0,0,3,6
Closed,Major,2009-09-16T22:31:45.097+0000,Bug,thiru_mg,2009-06-24T07:26:40.170+0000,2009-08-18T20:57:10.951+0000,0,AVRO,ravidotg,3,AVRO-61,901.0,42,1,Fixed,1614.79501455,61,1,0,0,0,2,6
Closed,Major,2009-09-16T22:31:44.988+0000,Sub-task,massie,2009-06-22T22:45:43.195+0000,2009-07-14T22:59:48.071+0000,0,AVRO,massie,3,AVRO-60,,54,1,Fixed,1614.79501575,60,1,0,0,0,0,6
Closed,Major,2009-07-14T22:50:14.209+0000,Improvement,sbanacho,2009-06-20T19:35:20.201+0000,2009-06-25T19:13:01.190+0000,0,AVRO,sbanacho,3,AVRO-59,751.0,50,1,Fixed,1678.78217778,59,1,0,0,0,5,6
Closed,Major,2009-07-14T22:50:14.154+0000,New Feature,massie,2009-06-20T02:42:05.327+0000,2009-06-23T20:18:10.366+0000,0,AVRO,massie,13,AVRO-58,356.0,17,2,Fixed,1678.78217842,58,1,0,0,0,5,6
Closed,Major,2009-07-14T22:50:14.110+0000,Improvement,cutting,2009-06-19T21:28:27.972+0000,2009-06-23T20:38:59.328+0000,0,AVRO,cutting,3,AVRO-57,342.0,57,0,Fixed,1678.78217875,57,1,1,0,0,4,6
Closed,Major,2009-07-14T22:50:14.077+0000,Improvement,cutting,2009-06-18T22:12:21.367+0000,2009-06-19T20:46:14.878+0000,0,AVRO,cutting,2,AVRO-56,359.0,28,2,Fixed,1678.78217932,56,1,1,0,0,3,6
Closed,Major,2009-07-14T22:50:13.996+0000,Improvement,cutting,2009-06-17T23:10:25.139+0000,2009-06-18T20:11:20.690+0000,0,AVRO,cutting,1,AVRO-55,209.0,23,1,Fixed,1678.78218017,55,1,0,0,0,2,6
Closed,Major,2009-09-16T22:31:44.912+0000,Improvement,cutting,2009-06-16T21:07:47.112+0000,2009-07-18T04:18:44.194+0000,0,AVRO,cutting,2,AVRO-54,117.0,21,1,Fixed,1614.79501687,54,1,1,0,0,1,6
Closed,Major,2009-07-14T22:50:13.946+0000,Improvement,cutting,2009-06-16T20:59:43.976+0000,2009-06-17T20:20:40.655+0000,0,AVRO,cutting,3,AVRO-53,49.0,32,1,Fixed,1678.78218083,53,1,1,0,0,1,6
Open,Major,2010-01-04T17:48:54.793+0000,Test,philip,2009-06-13T19:13:15.094+0000,,1,AVRO,hammer,8,AVRO-52,494.0,53,5,,1709.932862,52,1,0,0,0,5,6
Closed,Major,2009-07-14T22:50:13.885+0000,Bug,philip,2009-06-13T17:36:22.499+0000,2009-06-15T05:47:22.166+0000,0,AVRO,philip,1,AVRO-51,84.0,33,2,Fixed,1678.78218155,51,1,0,0,0,5,6
Closed,Major,2009-09-16T22:31:44.807+0000,New Feature,philip,2009-06-13T16:56:07.895+0000,2009-07-22T20:21:18.971+0000,1,AVRO,cutting,23,AVRO-50,752.0,45,3,Fixed,1614.79501799,50,1,0,0,0,5,6
Closed,Major,2009-07-14T23:04:48.250+0000,Improvement,ijuma,2009-06-10T20:38:13.648+0000,2009-06-23T19:57:02.204+0000,0,AVRO,,6,AVRO-49,402.0,26,2,Won't Fix,1678.77206146,49,1,0,0,0,2,6
Closed,Minor,2009-07-14T22:50:13.806+0000,Task,thiru_mg,2009-06-06T04:13:03.651+0000,2009-06-08T21:54:31.105+0000,0,AVRO,thiru_mg,1,AVRO-48,99.0,87,0,Fixed,1678.78218236,48,1,1,1,0,5,6
Closed,Major,2010-03-01T17:10:27.593+0000,Bug,anomalizer,2009-06-05T20:21:33.718+0000,2010-01-22T22:42:52.200+0000,0,AVRO,sbanacho,8,AVRO-47,388.0,40,2,Fixed,1449.01813366,47,1,0,0,0,4,6
Closed,Major,2009-07-14T22:50:13.766+0000,Bug,sharadag,2009-06-03T05:56:40.878+0000,2009-06-25T18:12:19.825+0000,0,AVRO,sharadag,2,AVRO-46,70.0,44,0,Fixed,1678.78218294,46,1,0,0,0,2,6
Closed,Major,2009-07-14T22:50:13.701+0000,Bug,sbanacho,2009-06-03T00:27:44.724+0000,2009-06-03T17:46:58.283+0000,0,AVRO,sbanacho,2,AVRO-45,328.0,42,0,Fixed,1678.78218369,45,1,0,0,0,2,6
Closed,Minor,2009-07-14T22:50:10.161+0000,Bug,cutting,2009-06-02T19:08:33.102+0000,2009-06-03T00:11:08.675+0000,0,AVRO,massie,3,AVRO-44,184.0,41,0,Fixed,1678.78222459,44,1,0,0,0,1,6
Closed,Trivial,2011-12-13T19:10:02.628+0000,Bug,anomalizer,2009-06-02T04:12:31.186+0000,2009-06-02T17:11:53.839+0000,0,AVRO,,2,AVRO-43,890.0,38,0,Invalid,1678.77206196,43,1,0,0,0,1,6
Closed,Minor,2009-07-14T22:50:10.110+0000,New Feature,sbanacho,2009-06-01T23:27:22.143+0000,2009-06-03T00:01:36.711+0000,0,AVRO,sbanacho,7,AVRO-42,990.0,8,1,Fixed,1678.78222514,42,1,0,0,0,0,6
Closed,Major,2009-09-16T22:31:44.723+0000,New Feature,cutting,2009-06-01T17:54:34.057+0000,2009-09-02T18:13:13.435+0000,0,AVRO,cutting,5,AVRO-41,99.0,58,2,Fixed,1614.79501869,41,1,1,0,0,0,6
Closed,Major,2009-07-14T22:50:10.035+0000,Bug,anomalizer,2009-05-31T07:29:08.540+0000,2009-06-01T22:33:21.741+0000,0,AVRO,cutting,1,AVRO-40,162.0,22,2,Fixed,1678.782226,40,1,0,0,0,6,5
Closed,Major,2009-07-14T22:50:09.943+0000,Bug,sharadag,2009-05-27T08:29:55.739+0000,2009-05-27T16:07:06.315+0000,0,AVRO,sharadag,1,AVRO-39,50.0,52,0,Fixed,1678.78222718,39,1,1,0,0,2,5
Closed,Major,2009-07-14T22:50:09.885+0000,Improvement,sharadag,2009-05-26T08:55:56.024+0000,2009-05-26T17:39:09.971+0000,0,AVRO,sharadag,2,AVRO-38,24.0,22,0,Fixed,1678.78222786,38,1,0,0,0,1,5
Closed,Major,2009-07-14T22:50:09.828+0000,Improvement,massie,2009-05-22T22:16:09.786+0000,2009-05-26T18:06:47.028+0000,0,AVRO,massie,7,AVRO-37,3065.0,40,1,Fixed,1678.78222831,37,1,0,0,0,4,5
Closed,Major,2010-01-07T22:44:15.091+0000,Bug,cutting,2009-05-22T19:38:57.335+0000,2009-06-23T20:29:42.003+0000,0,AVRO,cutting,18,AVRO-36,202.0,42,2,Fixed,1678.7822295,36,1,1,0,0,4,5
Open,Major,2009-09-25T22:31:39.294+0000,Task,cutting,2009-05-22T17:57:58.501+0000,,0,AVRO,cutting,0,AVRO-35,143.0,46,3,,1731.98513741,35,1,1,0,0,4,5
Closed,Major,2009-07-14T22:50:09.696+0000,Improvement,cwalters,2009-05-15T15:47:22.793+0000,2009-05-22T19:29:30.830+0000,0,AVRO,cutting,2,AVRO-34,83.0,24,1,Fixed,1678.78223005,34,1,1,0,0,4,5
Closed,Major,2009-07-14T22:50:09.626+0000,New Feature,massie,2009-05-14T05:37:10.560+0000,2009-05-14T21:15:55.229+0000,1,AVRO,massie,7,AVRO-33,88.0,39,2,Fixed,1678.78223075,33,1,0,0,0,3,5
Closed,Major,2009-07-14T22:50:09.566+0000,Improvement,sharadag,2009-05-13T08:37:55.554+0000,2009-06-02T17:40:45.084+0000,0,AVRO,cutting,7,AVRO-32,78.0,53,1,Fixed,1678.78223157,32,1,1,0,0,2,5
Closed,Major,2009-07-14T22:50:09.530+0000,Bug,sharadag,2009-05-13T08:25:11.053+0000,2009-05-13T17:18:01.035+0000,0,AVRO,sharadag,3,AVRO-31,92.0,59,0,Fixed,1678.78223199,31,1,1,0,0,2,5
Closed,Major,2009-10-14T18:53:04.226+0000,Bug,cutting,2009-05-12T23:36:49.438+0000,2009-09-24T21:25:40.475+0000,0,AVRO,,6,AVRO-30,303.0,37,4,Duplicate,1586.94687671,30,1,1,0,0,1,5
Closed,Major,2009-07-14T22:50:09.480+0000,Improvement,raymie,2009-05-12T12:35:52.868+0000,2009-06-25T18:53:39.609+0000,0,AVRO,thiru_mg,11,AVRO-29,2090.0,52,2,Fixed,1678.78223256,29,1,1,0,0,1,5
Closed,Major,2009-07-14T22:50:09.405+0000,Improvement,sharadag,2009-05-11T07:46:51.964+0000,2009-07-01T16:54:07.053+0000,0,AVRO,sharadag,3,AVRO-28,32.0,47,0,Fixed,1678.78223343,28,1,0,0,0,0,5
Closed,Major,2009-07-14T23:04:48.110+0000,New Feature,massie,2009-05-06T20:11:33.942+0000,2009-06-23T20:02:38.061+0000,0,AVRO,,20,AVRO-27,3096.0,88,2,Later,1678.77206301,27,1,0,0,0,2,5
Closed,Major,2009-07-22T20:09:15.519+0000,Test,cos,2009-05-01T18:49:03.116+0000,2009-05-18T18:37:13.304+0000,0,AVRO,cos,19,AVRO-26,397.0,57,2,Fixed,1678.78223433,26,2,1,0,0,4,5
Closed,Major,2009-07-14T22:50:09.257+0000,Improvement,raymie,2009-04-29T18:34:39.366+0000,2009-06-05T18:32:17.730+0000,0,AVRO,thiru_mg,15,AVRO-25,1560.0,43,0,Fixed,1678.78223515,25,1,1,0,0,2,4
Closed,Major,2009-10-14T18:53:04.055+0000,Task,cutting,2009-04-27T20:02:26.990+0000,2009-09-30T21:32:28.433+0000,0,AVRO,cutting,5,AVRO-24,559.0,19,6,Fixed,1586.94687841,24,1,1,0,0,0,4
Open,Major,2009-07-28T22:40:32.482+0000,Improvement,hong.tang,2009-04-27T05:27:33.043+0000,,0,AVRO,,9,AVRO-23,102.0,57,2,,1757.50626542,23,1,1,0,0,0,4
Closed,Major,2009-07-14T22:50:09.166+0000,Bug,raymie,2009-04-25T11:19:17.470+0000,2009-06-05T18:59:36.068+0000,0,AVRO,cutting,13,AVRO-22,583.0,48,2,Fixed,1678.78223611,22,1,0,0,0,5,4
Closed,Major,2009-07-14T22:50:09.107+0000,Improvement,cutting,2009-04-24T21:10:59.287+0000,2009-05-13T17:56:43.272+0000,0,AVRO,cutting,3,AVRO-21,372.0,56,0,Fixed,1678.7822369,21,1,1,0,0,4,4
Open,Major,2010-03-10T19:15:56.134+0000,New Feature,cutting,2009-04-24T21:04:35.881+0000,,0,AVRO,,0,AVRO-20,116.0,33,2,,1759.85553813,20,1,1,0,0,4,4
Closed,Major,2009-07-14T23:15:35.609+0000,New Feature,cutting,2009-04-24T20:53:44.172+0000,2009-07-14T23:07:57.458+0000,0,AVRO,cutting,2,AVRO-19,85.0,24,0,Fixed,1678.76456904,19,1,1,0,0,4,4
Closed,Major,2009-07-14T22:50:09.009+0000,New Feature,cutting,2009-04-24T20:04:03.934+0000,2009-05-19T23:37:19.126+0000,0,AVRO,cutting,10,AVRO-18,39.0,13,0,Fixed,1678.7822379,18,1,0,0,0,4,4
Closed,Major,2009-07-14T23:04:48.041+0000,Improvement,cutting,2009-04-24T17:43:34.661+0000,2009-05-12T17:19:45.581+0000,0,AVRO,cutting,6,AVRO-17,158.0,24,0,Won't Fix,1678.77206406,17,1,0,0,0,4,4
Closed,Minor,2009-07-14T22:50:08.947+0000,Improvement,cutting,2009-04-21T19:53:39.495+0000,2009-04-21T19:55:24.207+0000,0,AVRO,cutting,1,AVRO-16,282.0,32,0,Fixed,1678.78223875,16,1,0,0,0,1,4
Closed,Major,2009-07-14T22:50:08.896+0000,Improvement,sharadag,2009-04-15T12:08:57.421+0000,2009-04-22T05:36:36.373+0000,0,AVRO,sharadag,3,AVRO-15,,50,0,Fixed,1678.78223934,15,1,0,1,0,2,4
Closed,Major,2009-07-14T22:50:08.840+0000,Bug,sharadag,2009-04-14T11:41:21.685+0000,2009-04-14T22:15:43.823+0000,0,AVRO,sharadag,3,AVRO-14,85.0,52,0,Fixed,1678.78224,14,1,1,0,0,1,4
Closed,Major,2009-07-14T22:50:08.783+0000,Improvement,sharadag,2009-04-14T07:28:09.584+0000,2009-04-15T05:19:24.327+0000,0,AVRO,sharadag,3,AVRO-13,128.0,45,0,Fixed,1678.78224065,13,1,0,1,0,1,4
Closed,Major,2009-07-14T22:50:08.752+0000,Bug,hong.tang,2009-04-14T04:34:44.640+0000,2009-05-22T20:45:12.469+0000,0,AVRO,cutting,8,AVRO-12,116.0,39,0,Fixed,1678.78224102,12,1,1,1,0,1,4
Closed,Minor,2009-07-14T22:50:08.723+0000,Improvement,hong.tang,2009-04-14T04:21:11.530+0000,2009-04-14T22:29:06.709+0000,0,AVRO,cutting,2,AVRO-11,110.0,58,0,Fixed,1678.78224135,11,1,1,1,0,1,4
Closed,Major,2009-07-14T22:50:08.652+0000,Improvement,cutting,2009-04-13T20:42:18.568+0000,2009-05-22T17:48:49.311+0000,0,AVRO,cutting,4,AVRO-10,247.0,19,0,Fixed,1678.78224217,10,1,0,0,0,0,4
Closed,Major,2009-07-14T22:50:08.596+0000,Improvement,cutting,2009-04-13T19:50:30.490+0000,2009-04-27T20:18:47.701+0000,0,AVRO,sharadag,3,AVRO-9,349.0,28,0,Fixed,1678.78224283,9,1,0,0,0,0,4
Closed,Major,2009-07-14T22:50:08.531+0000,Improvement,cutting,2009-04-13T19:04:33.362+0000,2009-05-11T18:20:24.475+0000,0,AVRO,cutting,11,AVRO-8,200.0,39,0,Fixed,1678.78224358,8,1,0,0,0,0,4
Closed,Major,2009-07-14T23:04:47.989+0000,Bug,hong.tang,2009-04-11T17:50:31.929+0000,2009-04-13T09:15:34.014+0000,0,AVRO,,1,AVRO-7,486.0,37,0,Invalid,1678.77206468,7,1,1,0,0,5,4
Closed,Major,2009-07-14T22:50:08.394+0000,Improvement,hong.tang,2009-04-11T17:32:37.971+0000,2009-04-14T21:43:08.903+0000,0,AVRO,hong.tang,16,AVRO-6,535.0,103,0,Fixed,1678.78224497,6,1,1,1,0,5,4
Closed,Major,2009-07-14T22:50:08.305+0000,Test,sharadag,2009-04-11T10:54:25.016+0000,2009-04-15T05:27:21.612+0000,0,AVRO,sharadag,6,AVRO-5,50.0,49,0,Fixed,1678.78224606,5,2,1,0,0,5,4
Closed,Major,2009-07-14T22:50:08.238+0000,Bug,phunt,2009-04-10T23:20:38.998+0000,2009-04-14T22:12:34.962+0000,0,AVRO,phunt,2,AVRO-4,501.0,36,0,Fixed,1678.78224676,4,1,1,1,0,4,4
Closed,Critical,2009-07-14T22:50:08.150+0000,Bug,phunt,2009-04-10T20:14:54.370+0000,2009-04-10T23:31:56.052+0000,0,AVRO,cutting,4,AVRO-3,263.0,54,0,Fixed,1678.782248,3,1,1,1,0,4,4
Closed,Major,2009-07-14T22:50:08.061+0000,Improvement,cutting,2009-04-09T22:34:55.599+0000,2009-06-02T19:04:10.508+0000,0,AVRO,cutting,7,AVRO-2,204.0,22,1,Fixed,1678.78224896,2,1,0,0,0,3,4
Closed,Major,2009-07-14T22:50:07.862+0000,Bug,cutting,2009-04-09T22:09:08.216+0000,2009-04-27T20:14:06.572+0000,0,AVRO,cutting,4,AVRO-1,208.0,54,0,Fixed,1678.78225123,1,1,0,1,0,3,4
Open,Major,2014-02-04T02:47:20.172+0000,Bug,jelical,2014-02-03T18:50:11.784+0000,,0,AVRO,,2,AVRO-1452,1005.0,60,2,,13.948872616,1452,0,0,1,1,0,2
Open,Major,2014-02-03T18:05:01.186+0000,Bug,sudhirranjan,2014-02-03T13:15:03.470+0000,,0,AVRO,,1,AVRO-1451,1449.0,92,2,,14.1816077334,1451,1,1,1,0,0,2
Open,Major,2014-01-29T19:51:20.029+0000,Bug,eljefe6a,2014-01-29T19:51:20.029+0000,,0,AVRO,,0,AVRO-1450,210.0,57,1,,18.9064160797,1450,1,0,1,0,2,1
Resolved,Major,2014-02-05T00:34:43.505+0000,Improvement,tomwhite,2014-01-29T15:15:16.301+0000,2014-02-05T00:10:24.521+0000,0,AVRO,cutting,6,AVRO-1449,624.0,61,4,Fixed,12.726502528,1449,1,1,1,0,2,1
Patch Available,Major,2014-01-30T23:02:49.540+0000,Bug,kryzthov,2014-01-28T07:16:05.781+0000,,0,AVRO,kryzthov,4,AVRO-1448,48.0,26,2,,20.4272864068,1448,1,0,1,0,1,1
Resolved,Major,2014-01-28T20:44:02.105+0000,Bug,eljefe6a,2014-01-27T22:34:52.008+0000,2014-01-28T20:05:41.857+0000,0,AVRO,eljefe6a,4,AVRO-1447,183.0,32,4,Fixed,19.896440656,1447,1,0,1,0,0,1
Resolved,Minor,2014-01-27T22:41:27.369+0000,Bug,davidtaylor,2014-01-24T21:48:05.352+0000,2014-01-27T22:06:11.228+0000,0,AVRO,davidtaylor,5,AVRO-1446,151.0,34,4,Fixed,20.8127675325,1446,1,0,1,0,4,1
